ord_nbr,line_nbr,line_kind,invt_id,descr,qty,unit,unit_price,ext_price,rev_acct
0203220047,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,135.0,135.0,400003
0203220050,1,material,0302106,Rexius Tree-n-Shrub,7.0,YARD,33.5714,235.0,400000
0203220050,2,labor,0220502,Retail Labor Hours,4.5,HOURS,77.7778,350.0,400002
0203220050,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,120.0,90.0,400003
0203220050,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-35.0,-35.0,400000
0203220048,1,material,0304321,ECONO BARK,13.0,YARD,12.6923,165.0,400000
0203220048,2,labor,0220502,Retail Labor Hours,5.25,HOURS,53.3333,280.0,400002
0203220048,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,90.0,90.0,400003
0203220048,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-109.0,-109.0,400000
0203220049,1,material,0217961,EcoBerm-Retail,300.0,FEET,1.5,450.0,400000
0203220049,2,labor,0220502,Retail Labor Hours,6.0,HOURS,68.3333,410.0,400002
0203220049,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,86.6667,130.0,400003
0203220042,1,material,0304321,Econo Bark,26.0,YARD,15.0,390.0,400000
0203220042,2,labor,0220502,Retail Labor Hours,9.0,HOURS,54.4444,490.0,400002
0203220042,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,88.5714,155.0,400003
0203220039,1,material,0301322,BeautiBark,30.0,YARD,13.0,390.0,400000
0203220039,2,labor,0220502,Retail Labor Hours,5.5,HOURS,76.3636,420.0,400002
0203220039,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,67.5,135.0,400003
0203220040,1,material,0301322,BeautiBark,30.0,YARD,13.0,390.0,400000
0203220040,2,labor,0220502,Retail Labor Hours,5.0,HOURS,84.0,420.0,400002
0203220040,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,77.1429,135.0,400003
0203220041,1,material,0301020,Premium Hemlock Bark,10.0,YARD,30.0,300.0,400000
0203220041,2,labor,0220502,Retail Labor Hours,6.5,HOURS,48.4615,315.0,400002
0203220041,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,51.4286,90.0,400003
0203220041,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-90.0,-90.0,400000
0203220034,1,material,0301020,Premium Hemlock Bark,20.0,YARD,30.0,600.0,400000
0203220034,2,labor,0220502,Retail Labor Hours,7.0,HOURS,60.0,420.0,400002
0203220034,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,49.0909,135.0,400003
0203220035,1,material,0301322,DARK Beautibark,27.0,YARD,16.6667,450.0,400000
0203220035,2,labor,0220502,Retail Labor Hours,7.0,HOURS,65.0,455.0,400002
0203220035,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,62.0,155.0,400003
0203220036,1,material,0301322,BeautiBark,13.0,YARD,16.9231,220.0,400000
0203220036,2,labor,0220502,Retail Labor Hours,4.5,HOURS,77.7778,350.0,400002
0203220036,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,72.0,90.0,400003
0203220036,4,discount,0220940,New Customer Discount,1.0,EACH,-55.0,-55.0,400000
0203220037,1,material,0303301,Fiberex,40.0,YARD,25.0,1000.0,400000
0203220037,2,labor,0220502,Retail Labor Hours,16.0,HOURS,72.1875,1155.0,400002
0203220037,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,60.0,135.0,400003
0203220032,2,material,0217862,Blanket-Eugene,3000.0,FEET,0.0667,200.0,400000
0203220032,3,labor,0220502,Retail Labor Hours,4.5,HOURS,70.0,315.0,400002
0203220032,4,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,90.0,90.0,400003
0203220032,5,discount,0220940,Miscellaneous-Retail,1.0,EACH,-30.0,-30.0,400000
0203220033,1,material,0301020,Premium Hemlock Bark,4.0,YARD,30.0,120.0,400000
0203220033,2,labor,0220502,Retail Labor Hours,6.75,HOURS,38.5185,260.0,400002
0203220033,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,80.0,60.0,400003
0203220031,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,25.6667,385.0,400000
0203220031,2,labor,0220502,Retail Labor Hours,6.0,HOURS,70.0,420.0,400002
0203220031,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0203220027,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,34.0,510.0,400000
0203220027,2,labor,0220502,Retail Labor Hours,5.5,HOURS,70.0,385.0,400002
0203220027,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,88.5714,155.0,400003
0203220028,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,30.0,240.0,400000
0203220028,2,labor,0220502,Retail Labor Hours,10.0,HOURS,42.0,420.0,400002
0203220028,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,107.5,215.0,400003
0203220029,1,material,0302100,Rexius Flower-n-Garden,6.0,YARD,34.1667,205.0,400000
0203220029,2,labor,0220502,Retail Labor Hours,6.75,HOURS,44.4444,300.0,400002
0203220029,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,60.0,60.0,400003
0203220029,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-30.0,-30.0,400000
0203220030,1,material,0317960,Microblend,2000.0,LBS,2.6,5200.0,400000
0203220030,3,fee,0317960,Freight,0.0,LBS,,975.0,400000
0203220025,1,material,0301020,Premium Hemlock Bark,11.0,YARD,30.0,330.0,400000
0203220025,2,labor,0220502,Retail Labor Hours,7.0,HOURS,45.0,315.0,400002
0203220025,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,72.0,90.0,400003
0203220025,4,discount,0220940,New Customer Discount,1.0,EACH,-35.0,-35.0,400000
0203220026,1,material,0301020,Premium Hemlock Bark,30.0,YARD,30.0,900.0,400000
0203220026,2,labor,0220502,Retail Labor Hours,7.5,HOURS,98.0,735.0,400002
0203220026,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,80.0,200.0,400003
0203220018,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,25.6667,385.0,400000
0203220018,2,labor,0220502,Retail Labor Hours,5.0,HOURS,84.0,420.0,400002
0203220018,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,108.0,135.0,400003
0203220019,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,25.6667,385.0,400000
0203220019,2,labor,0220502,Retail Labor Hours,5.0,HOURS,84.0,420.0,400002
0203220019,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,108.0,135.0,400003
0203220020,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,40.0,320.0,400000
0203220020,2,labor,0220502,Retail Labor Hours,6.0,HOURS,70.0,420.0,400002
0203220020,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,108.0,135.0,400003
0203220021,1,material,0302106,Rexius Tree-n-Shrub,15.0,YARD,33.0,495.0,400000
0203220021,2,labor,0220502,Retail Labor Hours,6.0,HOURS,64.1667,385.0,400002
0203220021,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,73.3333,110.0,400003
0203220021,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0203220022,1,material,0303301,Fiberex,20.0,YARD,25.0,500.0,400000
0203220022,2,labor,0220502,Retail Labor Hours,5.0,HOURS,77.0,385.0,400002
0203220022,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,110.0,110.0,400003
0203220022,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-50.0,-50.0,400000
0203220023,1,material,0302100,Rexius Flower-n-Garden,15.0,YARD,34.0,510.0,400000
0203220023,2,labor,0220502,Retail Labor Hours,9.0,HOURS,38.8889,350.0,400002
0203220023,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,65.7143,115.0,400003
0203220023,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0203220024,1,material,0303301,Fiberex,8.0,YARD,23.75,190.0,400000
0203220024,2,labor,0220502,Retail Labor Hours,3.5,HOURS,80.0,280.0,400002
0203220024,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,80.0,60.0,400003
0203220024,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-30.0,-30.0,400000
0203220016,1,material,0301322,BeautiBark,11.0,YARD,17.2727,190.0,400000
0203220016,2,labor,0220502,Retail Labor Hours,6.5,HOURS,59.2308,385.0,400002
0203220016,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,65.7143,115.0,400003
0203220017,1,material,0302907,greenwaste- Garden Compost,3.0,YARD,18.3333,55.0,400000
0203220017,2,labor,0220502,Retail Labor Hours,5.0,HOURS,77.0,385.0,400002
0203220017,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,90.0,90.0,400003
0203220017,4,material,0301020,Premium Hemlock Bark,3.0,YARD,30.0,90.0,400000
0203220017,5,discount,0220940,Miscellaneous-Retail,1.0,EACH,-35.0,-35.0,400000
0203220015,1,material,0302106,Rexius Tree-n-Shrub,15.0,YARD,33.0,495.0,400000
0203220015,2,labor,0220502,Retail Labor Hours,5.5,HOURS,70.0,385.0,400002
0203220015,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,88.0,110.0,400003
0203220015,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0203220012,1,material,0301020,DARK Hemlock,22.0,YARD,30.0,660.0,400000
0203220012,2,labor,0220502,Retail Labor Hours,10.5,HOURS,43.3333,455.0,400002
0203220012,3,equipment,0220503,Retail-Equipment Hours,3.75,HOURS,36.0,135.0,400003
0203220012,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-60.0,-60.0,400000
0203220007,1,material,0301322,BeautiBark,11.0,YARD,16.8182,185.0,400000
0203220007,2,labor,0220502,Retail Labor Hours,6.5,HOURS,50.7692,330.0,400002
0203220007,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,45.0,90.0,400003
0203220008,1,material,0301322,BeautiBark,32.0,YARD,13.5938,435.0,400000
0203220008,2,labor,0220502,Retail Labor Hours,8.0,HOURS,70.0,560.0,400002
0203220008,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,91.1111,205.0,400003
0203220009,1,material,0301322,BeautiBark,32.0,YARD,13.5938,435.0,400000
0203220009,2,labor,0220502,Retail Labor Hours,11.5,HOURS,48.6957,560.0,400002
0203220009,3,equipment,0220503,Retail-Equipment Hours,4.25,HOURS,48.2353,205.0,400003
0203220010,1,material,0301322,BeautiBark,25.0,YARD,13.6,340.0,400000
0203220010,2,labor,0220502,Retail Labor Hours,9.75,HOURS,57.4359,560.0,400002
0203220010,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,82.0,205.0,400003
0203220011,1,material,0304321,Econo--BARK,10.0,YARD,15.0,150.0,400000
0203220011,2,labor,0220502,Retail Labor Hours,5.0,HOURS,68.0,340.0,400002
0203220011,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,50.0,100.0,400003
0203220011,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-30.0,-30.0,400000
0203220003,1,material,0302907,Greenwaste Compost,20.0,YARD,15.5,310.0,400000
0203220003,2,labor,0220502,Retail Labor Hours,8.0,HOURS,48.125,385.0,400002
0203220003,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,54.0,135.0,400003
0203220004,1,material,0302907,Greenwaste Compost,22.0,YARD,14.0909,310.0,400000
0203220004,2,labor,0220502,Retail Labor Hours,5.0,HOURS,77.0,385.0,400002
0203220004,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0203220005,1,material,0302907,Greenwaste Compost,22.0,YARD,14.0909,310.0,400000
0203220005,2,labor,0220502,Retail Labor Hours,6.0,HOURS,64.1667,385.0,400002
0203220005,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0203220001,1,material,0301322,BeautiBark,80.0,YARD,17.0,1360.0,400000
0203220001,2,labor,0220502,Retail Labor Hours,16.5,HOURS,63.0303,1040.0,400002
0203220001,3,equipment,0220503,Retail-Equipment Hours,6.25,HOURS,64.0,400.0,400003
0203220001,4,discount,0220940,Volume Discount,1.0,EACH,-270.0,-270.0,400000
0202220053,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,25.6667,385.0,400000
0202220053,2,labor,0220502,Retail Labor Hours,5.0,HOURS,84.0,420.0,400002
0202220053,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0202220054,1,material,0301322,BeautiBark,5.0,YARD,17.0,85.0,400000
0202220054,2,labor,0220502,Retail Labor Hours,5.5,HOURS,50.9091,280.0,400002
0202220054,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,48.0,60.0,400003
0202220056,1,material,0301322,BeautiBark,35.0,YARD,17.0,595.0,400000
0202220056,2,labor,0220502,Retail Labor Hours,15.75,HOURS,44.4444,700.0,400002
0202220056,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,51.6667,155.0,400003
0202220055,1,material,0303301,Fiberex,23.0,YARD,23.913,550.0,400000
0202220055,2,labor,0220502,Retail Labor Hours,6.75,HOURS,51.8519,350.0,400002
0202220055,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,72.0,90.0,400003
0202220055,4,discount,0220940,Volume Discount,1.0,EACH,-165.0,-165.0,400000
0202220057,1,material,0301020,DARK-- Hemlock Bark,23.0,YARD,30.0,690.0,400000
0202220057,2,labor,0220502,Retail Labor Hours,8.25,HOURS,46.6667,385.0,400002
0202220057,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,77.1429,135.0,400003
0202220057,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-60.0,-60.0,400000
0202220052,1,material,0301002,DARK-Extra Fine Bark,23.0,YARD,20.0,460.0,400000
0202220052,2,labor,0220502,Retail Labor Hours,12.75,HOURS,32.9412,420.0,400002
0202220052,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,49.0909,135.0,400003
0202220052,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-90.0,-90.0,400000
0202220048,1,material,0205606,3/4 Open-Retail Drop Ship,5.0,YARD,24.0,120.0,400000
0202220048,2,labor,0220502,Retail Labor Hours,7.0,HOURS,35.0,245.0,400002
0202220048,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0202220049,1,material,0301020,Premium Hemlock Bark,7.5,YARD,28.0,210.0,400000
0202220049,2,labor,0220502,Retail Labor Hours,5.0,HOURS,63.0,315.0,400002
0202220049,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,60.0,90.0,400003
0202220049,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-30.0,-30.0,400000
0202220051,1,material,0302100,Rexius Flower-n-Garden,7.0,YARD,33.5714,235.0,400000
0202220051,2,labor,0220502,Retail Labor Hours,5.5,HOURS,63.6364,350.0,400002
0202220051,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,66.6667,100.0,400003
0202220051,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-35.0,-35.0,400000
0202220050,1,material,0302106,Rexius Tree-n-Shrub,15.0,YARD,33.0,495.0,400000
0202220050,2,labor,0220502,Retail Labor Hours,5.5,HOURS,70.0,385.0,400002
0202220050,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,55.0,110.0,400003
0202220050,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0202220047,1,material,0303301,Fiberex,35.0,YARD,24.0,840.0,400000
0202220047,2,labor,0220502,Retail Labor Hours,12.5,HOURS,67.6,845.0,400002
0202220047,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,170.0,170.0,400003
0202220047,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-185.0,-185.0,400000
0203220002,1,material,0303301,Fiberex,35.0,YARD,24.0,840.0,400000
0203220002,2,labor,0220502,Retail Labor Hours,12.5,HOURS,67.6,845.0,400002
0203220002,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,113.3333,170.0,400003
0202220041,1,material,0301020,DARK-- Hemlock Bark,23.0,YARD,30.0,690.0,400000
0202220041,2,labor,0220502,Retail Labor Hours,10.5,HOURS,36.6667,385.0,400002
0202220041,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,49.0909,135.0,400003
0202220041,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-60.0,-60.0,400000
0202220043,1,material,0302100,Rexius Flower-n-Garden,15.0,YARD,34.0,510.0,400000
0202220043,2,labor,0220502,Retail Labor Hours,4.5,HOURS,101.1111,455.0,400002
0202220043,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,115.0,115.0,400003
0202220044,1,material,0301322,BeautiBark,32.0,YARD,17.0312,545.0,400000
0202220044,2,labor,0220502,Retail Labor Hours,9.5,HOURS,58.9474,560.0,400002
0202220044,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,72.0,180.0,400003
0202220044,4,discount,0220940,VIP Discount vol cust.,1.0,EACH,-120.0,-120.0,400000
0202220045,1,material,0301040,BLACK--UltraKote,24.0,YARD,33.4375,802.5,400000
0202220045,2,labor,0220502,Retail Labor Hours,6.0,HOURS,72.9167,437.5,400002
0202220045,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,90.0,157.5,400003
0202220045,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-135.0,-135.0,400000
0202220045,5,material,0301040,UltraKote,24.0,YARD,33.4375,802.5,400000
0202220045,6,labor,0220502,Retail Labor Hours,6.0,HOURS,72.9167,437.5,400002
0202220045,7,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,90.0,157.5,400003
0202220042,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,25.6667,385.0,400000
0202220042,2,labor,0220502,Retail Labor Hours,9.75,HOURS,43.0769,420.0,400002
0202220042,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,67.5,135.0,400003
0202220040,1,material,0301322,BeautiBark,34.0,YARD,13.5294,460.0,400000
0202220040,2,labor,0220502,Retail Labor Hours,8.25,HOURS,63.6364,525.0,400002
0202220040,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,90.0,180.0,400003
0202220037,1,material,0205601,3/8 Round Pea Gravel-Retail Dr,5.0,YARD,20.0,100.0,400000
0202220037,2,labor,0220502,Retail Labor Hours,12.0,HOURS,26.25,315.0,400002
0202220037,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,68.0,85.0,400003
0202220038,1,material,0301322,BeautiBark,30.0,YARD,17.0,510.0,400000
0202220038,2,labor,0220502,Retail Labor Hours,8.0,HOURS,52.5,420.0,400002
0202220038,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,62.0,155.0,400003
0202220038,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0202220036,1,material,0303301,Fiberex,40.0,YARD,25.0,1000.0,400000
0202220036,2,labor,0220502,Retail Labor Hours,12.75,HOURS,49.4118,630.0,400002
0202220036,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,67.5,135.0,400003
0202220035,1,material,0301020,DARK-- Hemlock Bark,22.0,YARD,30.0,660.0,400000
0202220035,2,labor,0220502,Retail Labor Hours,8.0,HOURS,52.5,420.0,400002
0202220035,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,60.0,135.0,400003
0202220035,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0202220033,1,material,0301002,DARK-Extra Fine Bark,23.0,YARD,20.0,460.0,400000
0202220033,2,labor,0220502,Retail Labor Hours,9.5,HOURS,44.2105,420.0,400002
0202220033,3,equipment,0220503,Retail-Equipment Hours,3.5,HOURS,38.5714,135.0,400003
0202220033,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-90.0,-90.0,400000
0202220034,1,material,0301002,DARK-Extra Fine Bark,23.0,YARD,20.0,460.0,400000
0202220034,2,labor,0220502,Retail Labor Hours,6.0,HOURS,70.0,420.0,400002
0202220034,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,77.1429,135.0,400003
0202220034,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-90.0,-90.0,400000
0202220027,1,material,0303301,Fiberex,35.0,YARD,24.0,840.0,400000
0202220027,2,labor,0220502,Retail Labor Hours,9.0,HOURS,42.7778,385.0,400002
0202220027,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,100.0,150.0,400003
0202220028,1,material,0301020,Premium Hemlock Bark,10.0,YARD,30.0,300.0,400000
0202220028,2,labor,0220502,Retail Labor Hours,6.0,HOURS,49.1667,295.0,400002
0202220028,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,60.0,90.0,400003
0202220028,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-30.0,-30.0,400000
0202220029,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,34.0,510.0,400000
0202220029,2,labor,0220502,Retail Labor Hours,4.0,HOURS,91.25,365.0,400002
0202220029,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,110.0,110.0,400003
0202220030,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,34.0,510.0,400000
0202220030,2,labor,0220502,Retail Labor Hours,4.0,HOURS,91.25,365.0,400002
0202220030,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,110.0,110.0,400003
0202220031,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,34.0,510.0,400000
0202220031,2,labor,0220502,Retail Labor Hours,4.5,HOURS,81.1111,365.0,400002
0202220031,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,146.6667,110.0,400003
0202220032,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,34.0,510.0,400000
0202220032,2,labor,0220502,Retail Labor Hours,3.5,HOURS,104.2857,365.0,400002
0202220032,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,146.6667,110.0,400003
0202220022,1,material,0301322,BeautiBark,30.0,YARD,13.0,390.0,400000
0202220022,2,labor,0220502,Retail Labor Hours,9.0,HOURS,46.6667,420.0,400002
0202220022,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,45.0,135.0,400003
0202220023,1,material,0301322,BeautiBark,30.0,YARD,13.0,390.0,400000
0202220023,2,labor,0220502,Retail Labor Hours,9.75,HOURS,43.0769,420.0,400002
0202220023,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,67.5,135.0,400003
0202220025,1,material,0301322,BeautiBark,9.0,YARD,17.2222,155.0,400000
0202220025,2,labor,0220502,Retail Labor Hours,7.0,HOURS,50.0,350.0,400002
0202220025,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,67.5,135.0,400003
0202220021,1,material,0303301,Fiberex,40.0,YARD,25.0,1000.0,400000
0202220021,2,labor,0220502,Retail Labor Hours,13.0,HOURS,70.0,910.0,400002
0202220021,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,90.0,180.0,400003
0202220020,1,material,0203300,Fresh Sawdust-Retail Drop Ship,7.5,YARD,16.6667,125.0,400000
0202220020,2,labor,0220502,Retail Labor Hours,9.75,HOURS,28.7179,280.0,400002
0202220020,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,120.0,90.0,400003
0202220020,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-25.0,-25.0,400000
0202220018,1,material,0302107,Rexius Premium Turf Start,13.0,YARD,35.3846,460.0,400000
0202220018,2,labor,0220502,Retail Labor Hours,5.0,HOURS,70.0,350.0,400002
0202220018,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,76.6667,115.0,400003
0202220018,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-45.0,-45.0,400000
0202220019,1,material,0303301,Fiberex,12.0,YARD,22.9167,275.0,400000
0202220019,2,labor,0220502,Retail Labor Hours,7.5,HOURS,69.3333,520.0,400002
0202220019,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,90.0,90.0,400003
0202220016,1,material,0302100,Rexius Flower-n-Garden,10.0,YARD,34.0,340.0,400000
0202220016,2,labor,0220502,Retail Labor Hours,13.5,HOURS,23.3333,315.0,400002
0202220016,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,90.0,90.0,400003
0202220016,4,discount,0220940,military discount,1.0,EACH,-35.0,-35.0,400000
0202220015,1,material,0302106,Rexius Tree-n-Shrub,15.0,YARD,34.0,510.0,400000
0202220015,2,equipment,0220503,Retail-Equipment Hours,8.0,HOURS,48.125,385.0,400003
0202220015,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,48.8889,110.0,400003
0202220015,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0202220014,1,material,0302100,Rexius Flower-n-Garden,7.0,YARD,34.1429,239.0,400000
0202220014,2,labor,0220502,Retail Labor Hours,5.0,HOURS,70.0,350.0,400002
0202220014,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,72.0,90.0,400003
0202220012,1,material,0301322,BeautiBark,41.0,YARD,12.9268,530.0,400000
0202220012,2,labor,0220502,Retail Labor Hours,12.75,HOURS,49.4118,630.0,400002
0202220012,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,55.3846,180.0,400003
0202220013,1,material,0301322,BeautiBark,25.0,YARD,15.4,385.0,400000
0202220013,3,labor,0220502,Retail Labor Hours,6.75,HOURS,62.2222,420.0,400002
0202220013,4,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,135.0,135.0,400003
0202220013,5,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0202220010,1,material,0301020,DARK Hemlock,30.0,YARD,30.0,900.0,400000
0202220010,2,labor,0220502,Retail Labor Hours,9.5,HOURS,40.5263,385.0,400002
0202220010,3,equipment,0220503,Retail-Equipment Hours,3.5,HOURS,38.5714,135.0,400003
0202220010,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-60.0,-60.0,400000
0202220011,1,material,0301020,DARK-- Hemlock Bark,23.0,YARD,28.6957,660.0,400000
0202220011,2,labor,0220502,Retail Labor Hours,12.5,HOURS,54.4,680.0,400002
0202220011,3,equipment,0220503,Retail-Equipment Hours,3.5,HOURS,44.2857,155.0,400003
0202220008,1,material,0301020,Premium Hemlock Bark,18.0,YARD,30.0,540.0,400000
0202220008,2,labor,0220502,Retail Labor Hours,4.5,HOURS,93.3333,420.0,400002
0202220008,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,135.0,135.0,400003
0202220008,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-60.0,-60.0,400000
0202220007,1,material,0301322,BeautiBark,23.0,YARD,16.9565,390.0,400000
0202220007,2,labor,0220502,Retail Labor Hours,7.5,HOURS,58.0,435.0,400002
0202220007,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,54.0,135.0,400003
0202220007,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0202220009,1,material,0301322,BeautiBark,17.0,YARD,17.9412,305.0,400000
0202220009,2,labor,0220502,Retail Labor Hours,4.0,HOURS,100.0,400.0,400002
0202220009,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,108.0,135.0,400003
0202220009,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-45.0,-45.0,400000
0202220004,1,material,0302108,Rexius Primary Planting Soil,18.0,YARD,18.0556,325.0,400000
0202220004,2,labor,0220502,Retail Labor Hours,5.0,HOURS,98.0,490.0,400002
0202220004,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,90.0,135.0,400003
0202220005,1,material,0302108,Rexius Primary Planting Soil,18.0,YARD,18.0556,325.0,400000
